[2025-01-07T15:41:54.709] [INFO] default - ✅ Server running at http://localhost:3001
[2025-01-07T15:41:57.989] [INFO] default - ✅ MongoDB Atlas Connected Successfully
[2025-01-07T15:42:34.339] [INFO] default - ::ffff:127.0.0.1 - - "POST /tasks HTTP/1.1" 201 118 "" "curl/7.87.0"
[2025-01-07T20:19:17.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:19:32.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:19:47.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:20:02.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:20:17.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:20:32.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:20:47.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:21:02.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:21:17.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:21:32.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:22:02.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:22:17.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:22:32.190] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:22:47.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:23:02.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:23:17.198] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:23:32.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:23:40.307] [INFO] default - ::1 - - "GET /tasks HTTP/1.1" 200 2 "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
[2025-01-07T20:23:47.180] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:23:48.688] [INFO] default - ::1 - - "GET /tasks HTTP/1.1" 304 - "http://localhost:3000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
[2025-01-07T20:24:02.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:24:17.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:24:20.570] [INFO] default - ::1 - - "GET / HTTP/1.1" 404 139 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
[2025-01-07T20:24:32.193] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:24:47.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:24:50.487] [INFO] default - ::1 - - "GET / HTTP/1.1" 404 139 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
[2025-01-07T20:24:54.463] [INFO] default - ::1 - - "GET /metrics HTTP/1.1" 200 - "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
[2025-01-07T20:25:02.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:25:17.209] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:25:32.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:25:47.182] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:26:02.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:26:17.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:26:32.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:26:47.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:27:02.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:27:17.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:27:32.184] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:27:47.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:28:02.279] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:28:17.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:28:32.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:28:47.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:29:02.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:29:17.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:29:32.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:29:47.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:30:02.178] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:30:17.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:30:32.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:30:47.180] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:31:02.237] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:31:17.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:31:32.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:31:47.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:32:02.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:32:17.165] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:32:32.175] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:32:47.165] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:33:02.168] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:33:17.180] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:33:32.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:33:47.191] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:34:02.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:34:17.176] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:34:32.241] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:34:47.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:35:02.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:35:17.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:35:32.164] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:35:47.165] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:36:02.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:36:17.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:36:32.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:36:47.174] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:37:02.166] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:37:17.213] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:37:32.168] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:37:47.170] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:38:02.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:38:17.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:38:32.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:38:47.177] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:39:02.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:39:17.188] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:39:32.161] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:39:47.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:40:02.166] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:40:17.198] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:40:32.170] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:40:47.166] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:41:02.162] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:41:17.172] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:41:32.166] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:41:47.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:42:02.169] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:42:17.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:42:32.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:42:47.187] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:43:02.170] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:43:17.165] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:43:32.171] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:43:47.173] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:44:02.170] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:44:17.170] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:44:32.165] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:45:00.884] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:45:15.888] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:45:30.881] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:45:45.882] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:46:00.883] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:46:15.884] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:46:30.878] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:46:45.885] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:47:00.878] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:47:15.880] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:47:30.899] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:47:45.881] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:48:00.894] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:48:15.936] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:48:30.890] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:48:45.884] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:49:00.873] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:49:15.879] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:49:30.883] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:50:00.883] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:51:10.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:51:25.359] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:51:40.358] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:51:55.403] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:52:10.360] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:52:25.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:52:40.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:52:55.356] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:53:10.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:53:25.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:53:40.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:53:55.357] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:54:10.356] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:54:25.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:54:40.464] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:54:55.397] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:55:10.353] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:55:25.357] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:55:40.357] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:55:55.353] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:56:10.357] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:56:25.353] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:56:40.358] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:56:55.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:57:10.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:57:25.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:57:40.351] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:57:55.351] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:58:10.353] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:58:25.411] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:58:40.363] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:58:55.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:59:10.350] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:59:25.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:59:40.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T20:59:55.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:00:10.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:00:25.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:00:40.355] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:00:55.416] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:01:10.420] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:01:25.354] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:01:40.357] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:01:55.368] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:02:10.349] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:02:25.353] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:02:40.348] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:02:55.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:03:10.351] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:03:25.368] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:03:40.349] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:03:55.349] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:04:10.352] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
[2025-01-07T21:04:25.348] [INFO] default - ::ffff:127.0.0.1 - - "GET /metrics HTTP/1.1" 200 - "" "Prometheus/3.1.0"
